Description,Company ID,Location,Department,Project,Account,Account Name
DRA Leadership training - technicians NOT assigned to contracted site,"(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,,
DRA Leadership training - technicians assigned to contracted site,"(75736) Deriva Energy Services, LLC",CLCT,8132,Applicable project code,,
"Training costs (GWO training, Annual Refresher, CBT’s, Safety Summit, NCOO)","(75736) Deriva Energy Services, LLC",CLCT,8132,MSTDWOP,,
"Training costs (GWO training, Annual Refresher, CBT’s, Safety Summit, NCOO)","(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,,
Weekly safety meetings,"(75736) Deriva Energy Services, LLC",CLCT,8132,MSTDWOP,512101,Salaries and Wages - Regular Hours - Salaried
Weekly safety meetings,"(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,512101,Salaries and Wages - Regular Hours - Salaried
Vehicle related services expenses (maintenance & repair charges) ,"(75736) Deriva Energy Services, LLC",CLCT,8132,MSTDWOP,514502,Vehicle Repairs & Maintenance
Vehicle related services expenses (maintenance & repair charges) ,"(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,514502,Vehicle Repairs & Maintenance
DOT related expenses,"(75736) Deriva Energy Services, LLC",CLCT,8132,MSTDWOP,515502,Employee Testing/Background Checks
DOT related expenses,"(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,515502,Employee Testing/Background Checks
"Tooling for new hires, tooling replacements, new tooling that doesn’t qualify for capitalization","(75736) Deriva Energy Services, LLC",CLCT,8132,MSTDWOP,514153,Supplies Tools
"Tooling for new hires, tooling replacements, new tooling that doesn’t qualify for capitalization","(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,514153,Supplies Tools
Tool calibrations,"(75736) Deriva Energy Services, LLC",CLCT,8132,MSTDWOP,515100,Outside Services Other
Tool calibrations,"(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,515100,Outside Services Other
"Freight to ship uniforms, PPE, Tooling","(75736) Deriva Energy Services, LLC",CLCT,8132,MSTDWOP,514130,Maintenance Material Freight Out Courier/Trucking
"Freight to ship uniforms, PPE, Tooling","(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,514130,Maintenance Material Freight Out Courier/Trucking
IT Hardware and Software purchases,"(75736) Deriva Energy Services, LLC",CLCT,8132,MSTDWOP,"514302
514301","IT Hardware
IT Software"
IT Hardware and Software purchases,"(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,"514302
514301","IT Hardware
IT Software"
Vehicle costs for non-utilized vehicles and non-revenue generating hours: ,"(75736) Deriva Energy Services, LLC",CLCT,8132,MSTDWOP,514501,Vehicle Fuel / Gas
Vehicle costs for non-utilized vehicles and non-revenue generating hours: ,"(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,514501,Vehicle Fuel / Gas
A Technician or Technologist in a non-billable/training role,"(75736) Deriva Energy Services, LLC",CLCT,8132,MSTDWOP,Labor or Travel coding from above,
A Technician or Technologist in a non-billable/training role,"(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,Labor or Travel coding from above,
Travel for a funeral,"(75736) Deriva Energy Services, LLC",CLCT,8132,9999,Labor and Travel coding from above,
Off boarding a technician,"(75736) Deriva Energy Services, LLC",CLCT,8132,9999,Labor and Travel coding from above,
Large Corrective Tooling and Freight associated with the tooling,"(75736) Deriva Energy Services, LLC",CLCT,8132,MSTDWOP,514153,Supplies Tools
Large Corrective Tooling and Freight associated with the tooling,"(75752) Deriva Energy Wind, LLC",DWOP,8132,DWOPMST,514153,Supplies Tools
